IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_JTOWN,THICK_JTOWN,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY,TOP_DEKOVEN,THICK_DEKOVEN,TOP_LWRDEK,THICK_LWRDEK,TOP_DAVIS,THICK_DAVIS
07922818000C,JASPER,-88.361522,39.044372,585,Coal Test,Multiple log types,-523.7,1.1,,,,,,,,,,
07922846000C,JASPER,-88.260435,38.983754,558.9,Coal Test,Multiple log types,-650,2.9,,,,,,,,,,
07922847000C,JASPER,-88.305643,38.99696,560,Coal Test,Multiple log types,-600.1,2.53,,,,,,,,,,
07922848000C,JASPER,-88.306381,38.969135,551,Coal Test,Multiple log types,-638.8,2.1,,,,,,,,,,
07922849000C,JASPER,-88.279178,38.971752,552,Coal Test,Multiple log types,-640.8,2.89,,,,,,,,,,
07922850000C,JASPER,-88.213972,38.990743,550,Coal Test,Multiple log types,-646,2.9,,,,,,,,,,
07922851000C,JASPER,-88.260066,38.962961,551,Coal Test,Multiple log types,-692.7,2.54,,,,,,,,,,
07922852000C,JASPER,-88.279006,39.006786,565,Coal Test,Multiple log types,-615.1,2.77,,,,,,,,,,
07922853000C,JASPER,-88.164366,39.06428,561,Coal Test,Multiple log types,-515.9,2.67,,,,,,,,,,
07922854000C,JASPER,-88.200952,39.02746,485,Coal Test,Multiple log types,-620.9,2.82,,,,,,,,,,
07922855000C,JASPER,-88.245654,39.011633,556,Coal Test,Multiple log types,-639.6,2.72,,,,,,,,,,
07922856000C,JASPER,-88.259209,39.021889,561.7,Coal Test,Multiple log types,-630.3,2,,,,,,,,,,
07922857000C,JASPER,-88.258412,39.023733,560,Coal Test,Multiple log types,-627.2,2.43,,,,,,,,,,
07922858000C,JASPER,-88.189683,39.043686,556,Coal Test,Multiple log types,-632,2,,,,,,,,,,
07922859000C,JASPER,-88.217544,39.001719,553,Coal Test,Multiple log types,-670.7,3,,,,,,,,,,
07922860000C,JASPER,-88.317296,39.115638,588,Coal Test,Drillers Log,-585.5,1.5,,,,,,,,,,
07922861000C,JASPER,-88.345165,39.095653,600,Coal Test,Drillers Log,-550,1.3,,,-816.5,6.5,,,,,,
07922862000C,JASPER,-88.190678,39.097306,496,Coal Test,Multiple log types,-558.3,0.7,,,,,,,,,,
07922864000C,JASPER,-88.086197,39.103717,552,Coal Test,Multiple log types,-412.4,1.15,,,,,,,,,,
07923130000C,JASPER,-88.179075,39.061753,500,Coal Test,Multiple log types,-567,2.8,,,,,,,,,,
07923132000C,JASPER,-88.263493,39.127073,580,Coal Test,Drillers Log,-551.5,1.5,-808.2,1.8,-829,6,,,,,,
07923133000C,JASPER,-88.208243,39.106513,500,Coal Test,Drillers Log,-598,2.5,,,,,,,,,,
07923153000C,JASPER,-88.210895,38.899253,543,Coal Test,Drillers Log,-622.5,3.3,,,,,,,,,,
07923154000C,JASPER,-88.176033,38.890667,540,Coal Test,Multiple log types,-563.6,3.4,,,,,,,,,,
07923155000C,JASPER,-88.259988,38.913026,543,Coal Test,Multiple log types,-669,1.5,,,,,,,,,,
07923156000C,JASPER,-88.21934,38.966758,550,Coal Test,Multiple log types,-655.2,3.05,-924.5,2.2,-944,7.1,,,,,,
07923157000C,JASPER,-88.152017,38.95357,510,Coal Test,Multiple log types,-543.8,3.3,,,,,,,,,,
07923158000C,JASPER,-88.169626,38.922287,575,Coal Test,Multiple log types,-546.2,2.8,,,,,,,,,,
07923159000C,JASPER,-88.223552,38.92039,550,Coal Test,Multiple log types,-700,3,,,,,,,,,,
07923160000C,JASPER,-88.126391,38.971134,530,Coal Test,Multiple log types,-546.5,2,,,,,,,,,,
07923161000C,JASPER,-88.246405,39.104832,570,Coal Test,Drillers Log,-578.5,1.5,,,,,,,,,,
07923162000C,JASPER,-88.211488,39.091988,500,Coal Test,Drillers Log,-593,2,,,,,,,,,,
07923172000C,JASPER,-88.343204,38.880043,512,Coal Test,Drillers Log,,,-832,2,-851.5,5,,,,,,
07923173000C,JASPER,-88.151615,38.976763,530,Coal Test,Drillers Log,-552,2.8,,,-816.7,6.5,,,,,,
07923174000C,JASPER,-88.189482,38.954244,565,Coal Test,Multiple log types,-634,4,-894.7,1.3,-905.5,7.9,,,,,,
07923175000C,JASPER,-88.207197,38.94299,560,Coal Test,Multiple log types,-674,3,-973,1,-983,10.5,,,,,,
07923176000C,JASPER,-88.240559,38.930575,540,Coal Test,Multiple log types,-693,3.5,,,,,,,,,,
07923177000C,JASPER,-88.260905,39.060705,570,Coal Test,Multiple log types,-636.7,1.7,-904,1,-922.5,7.5,,,,,,
07923204000C,JASPER,-88.279092,39.107788,585,Coal Test,Drillers Log,-614.5,1,-884,2,-904,7.5,,,,,,
07923255000C,JASPER,-88.352367,38.968253,559,Coal Test,Multiple log types,-597.5,3,-877,2.5,-892,7.3,,,,,,
07923257000C,JASPER,-88.205328,39.077981,500,Coal Test,Multiple log types,-566.3,1.7,,,-839.6,4.9,,,,,,
07923258000C,JASPER,-88.236941,39.023419,558,Coal Test,Drillers Log,-627.6,1.9,-906,2,-919,6,,,,,,
07923259000C,JASPER,-88.152337,39.073136,562,Coal Test,Multiple log types,-518,2.5,-773,3,-786,4.6,,,,,,
07923260000C,JASPER,-88.281475,39.171113,576,Coal Test,Multiple log types,-564,2.5,-832.5,2.5,-853.2,5.6,,,,,,
07923261000C,JASPER,-88.353649,39.133187,592,Coal Test,Drillers Log,-541.7,2.7,-789,3,-830,1,,,,,,
07923262000C,JASPER,-88.17065,39.17141,575,Coal Test,Multiple log types,-513,2.5,,,-767.1,4.75,,,,,,
07923270000C,JASPER,-88.322728,38.866814,503,Coal Test,Multiple log types,-618,1.5,-912,2.5,-921,5.9,,,,,,
07923271000C,JASPER,-88.169208,38.91496,,Coal Test,Multiple log types,,3.8,,1.55,,7.5,,,,,,
07923272000C,JASPER,-88.056324,38.947783,492,Coal Test,Multiple log types,-480.5,2.8,-761,2,-774.3,4,,,,,,
07923345000C,JASPER,-88.298472,39.073569,592,Coal Test,Multiple log types,-621.5,2.15,-895,2.5,-922,6.85,,,,,,
07923384000C,JASPER,-88.342139,39.014408,575,Coal Test,Multiple log types,-569,2.8,-831,1,-855,8,,,,,,
07923492000C,JASPER,-88.152056,38.903691,551,Oil and Gas Test,Induction Log,,,,,-830,6.5,,,,,,
07923560000C,JASPER,-88.200065,39.004399,562,Oil and Gas Test,Induction Log,,,,,-900,6,,,,,,
07923587000C,JASPER,-88.349387,39.161592,595,Coal Test,Multiple log types,-517,1,-778,,-793.5,7.3,,,,,,
07923627000C,JASPER,-88.353692,39.060498,588,Coal Test,Multiple log types,-550.5,1.3,-801,2,-828.2,6.1,,,,,,
07923645000C,JASPER,-88.15184,38.892567,532,Oil and Gas Test,Induction Log,,,,,-822,5,,,,,,
07924121000C,JASPER,-88.297899,39.042631,577,Coal Test,Multiple log types,-609.5,2,-869.5,1.5,-898.6,6.9,,,,,,
07924169000C,JASPER,-88.156222,38.881105,526,Oil and Gas Test,Induction Log,,,,,-820,4,,,,,,
07924199000C,JASPER,-88.205017,38.891987,549,Oil and Gas Test,Nuclear Log,,,,,-868,3.5,,,,,,
07924232000C,JASPER,-88.204987,38.890165,545,Oil and Gas Test,Nuclear Log,,,,,-871,4,,,,,,
07924402000C,JASPER,-88.200469,38.895722,560,Oil and Gas Test,Nuclear Log,,,,,-861,6,,,,,,
07924684000C,JASPER,-88.307601,39.130084,585,Coal Test,Drillers Log,-567,2,,,,,,,,,,
07924691000C,JASPER,-88.297839,39.009417,566,Coal Test,Multiple log types,-589.8,1.7,-865.5,2,-875.8,0.9,,,,,,
07924692000C,JASPER,-88.189208,39.007737,540,Coal Test,Multiple log types,-646,3.6,,,,,,,,,,
10100004000C,LAWRENCE,-87.687949,38.740636,418,Oil and Gas Test,Electric Log,-29,,,,,,,,,,,
10100007000C,LAWRENCE,-87.784246,38.66764,492,Oil and Gas Test,Electric Log,-88,,-361,,,,,,,,,
10100008000C,LAWRENCE,-87.795926,38.698664,500,Oil and Gas Test,Electric Log,-98,,-360,,-370,3.5,,,,,,
10100009000C,LAWRENCE,-87.58332,38.699751,413,Oil and Gas Test,Electric Log,-9,,-290,,-311,2,,,,,,
10100018000C,LAWRENCE,-87.837551,38.576059,524,Oil and Gas Test,Electric Log,,,-514,,-566,,,,,,,
10100019000C,LAWRENCE,-87.818759,38.579557,469,Oil and Gas Test,Electric Log,,,-523,,-565,,,,,,,
10100021000C,LAWRENCE,-87.851258,38.594634,483,Oil and Gas Test,Electric Log,,,-521,,-573,,,,,,,
10100023000C,LAWRENCE,-87.881614,38.600395,461,Oil and Gas Test,Electric Log,,,-589,,-624,2.5,,,,,,
10100027000C,LAWRENCE,-87.82724,38.622004,470,Oil and Gas Test,Electric Log,,,-480,,,,,,,,,
10100028000C,LAWRENCE,-87.836578,38.62395,497,Oil and Gas Test,Electric Log,-233,,-516,,-552,,,,,,,
10100033000C,LAWRENCE,-87.69569,38.576505,420,Oil and Gas Test,Electric Log,-72,,-384,,-396,,,,,,,
10100034000C,LAWRENCE,-87.702281,38.596605,426,Oil and Gas Test,Electric Log,-18,,-284,,-345,3.5,,,,,,
10100037000C,LAWRENCE,-87.748931,38.605905,429,Oil and Gas Test,Electric Log,-169,,,,,,,,,,,
10100041000C,LAWRENCE,-87.795703,38.636726,470,Oil and Gas Test,Electric Log,-93,,-402,,-456,3.5,,,,,,
10100044000C,LAWRENCE,-87.622144,38.593709,401,Oil and Gas Test,Electric Log,,,-265,,-278,4.5,,,,,,
10100048000C,LAWRENCE,-87.63169,38.624297,406,Oil and Gas Test,Electric Log,10,,-283,,-305,5,,,,,,
10100050000C,LAWRENCE,-87.787477,38.708781,472.9,Coal Test,Survey Core Study,-73.6,4.17,-345.4,1.33,-352.7,3.38,,,,,,
10100051000C,LAWRENCE,-87.796027,38.680331,459,Coal Test,Survey Core Study,-83.8,3.29,-353.8,0.79,-370.9,6.68,,,,,,
10100057000C,LAWRENCE,-87.513089,38.729381,,Coal Test,Drillers Log,,3.5,,,,,,,,,,
10100059000C,LAWRENCE,-87.516453,38.74908,410,Coal Test,Drillers Log,76,4.5,,,,,,,,,,
10100062000C,LAWRENCE,-87.676961,38.725172,420,Coal Test,Drillers Log,23.9,2.84,,,,,,,,,,
10100102000C,LAWRENCE,-87.857508,38.681014,503,Oil and Gas Test,Electric Log,-322,,-579,,,,,,,,,
10100137000C,LAWRENCE,-87.673721,38.817497,440,Coal Test,Drillers Log,28,4.7,,,,,,,,,,
10100138000C,LAWRENCE,-87.671512,38.798959,440,Coal Test,Drillers Log,8,4.5,,,,,,,,,,
10100164000C,LAWRENCE,-87.666561,38.782136,440,Coal Test,Drillers Log,-8,,,,,,,,,,,
10100257000C,LAWRENCE,-87.73271,38.591209,429,Oil and Gas Test,Electric Log,,,-322,,-357,2,,,,,,
10100260000C,LAWRENCE,-87.714012,38.591123,439,Oil and Gas Test,Electric Log,-34,,-301,,,,,,,,,
10100285000C,LAWRENCE,-87.702219,38.611352,435,Oil and Gas Test,Electric Log,2,,-285,,-299,4.5,,,,,,
10100287000C,LAWRENCE,-87.755781,38.626105,456,Oil and Gas Test,Electric Log,-184,4,-469,,-495,3,,,,,,
10100288000C,LAWRENCE,-87.78415,38.622798,436,Oil and Gas Test,Electric Log,-159,,-436,,-494,5,,,,,,
10100290000C,LAWRENCE,-87.704531,38.613164,432,Oil and Gas Test,Electric Log,2,,-275,,,,,,,,,
10100292000C,LAWRENCE,-87.713787,38.62483,440,Oil and Gas Test,Electric Log,34,3.5,-237,,-262,4.5,,,,,,
10100293000C,LAWRENCE,-87.725515,38.616779,455,Oil and Gas Test,Electric Log,-20,3.5,-301,,-326,3.5,,,,,,
10100294000C,LAWRENCE,-87.781451,38.637951,430,Oil and Gas Test,Electric Log,-108,2.5,-404,,-459,3,,,,,,
10100295000C,LAWRENCE,-87.741711,38.631962,426,Oil and Gas Test,Electric Log,-111,,-384,,-410,5,,,,,,
10100297000C,LAWRENCE,-87.786804,38.61737,430,Oil and Gas Test,Electric Log,-161,,-442,,-504,2.5,,,,,,
10100298000C,LAWRENCE,-87.769739,38.622537,443,Oil and Gas Test,Electric Log,-170,,-456,,-486,5,,,,,,
10100299000C,LAWRENCE,-87.760402,38.639796,451,Oil and Gas Test,Electric Log,-162,,-455,,-479,4,,,,,,
10100300000C,LAWRENCE,-87.788983,38.635983,459,Oil and Gas Test,Electric Log,,,-411,,-471,4,,,,,,
10100308000C,LAWRENCE,-87.772296,38.604204,425,Oil and Gas Test,Electric Log,-216,,-499,,-525,3.5,,,,,,
10100309000C,LAWRENCE,-87.78206,38.599109,447,Oil and Gas Test,Electric Log,,,-448,,-472,3,,,,,,
10100312000C,LAWRENCE,-87.744291,38.598528,486,Oil and Gas Test,Electric Log,-94,,-367,,-402,2.5,,,,,,
10100314000C,LAWRENCE,-87.725643,38.594845,463,Oil and Gas Test,Electric Log,-30,,-287,,-340,4,,,,,,
10100315000C,LAWRENCE,-87.765401,38.593247,427,Oil and Gas Test,Electric Log,-238,,-510,,-655,,,,,,,
10100316000C,LAWRENCE,-87.792278,38.592042,442,Oil and Gas Test,Electric Log,,,-444,,-462,5,,,,,,
10100319000C,LAWRENCE,-87.720999,38.592992,452,Oil and Gas Test,Electric Log,-33,,-295,,-338,2,,,,,,
10100320000C,LAWRENCE,-87.712334,38.584393,430,Oil and Gas Test,Electric Log,-42,,-320,,-346,2.5,,,,,,
10100321000C,LAWRENCE,-87.686492,38.580208,420,Oil and Gas Test,Electric Log,-38,,-342,,-367,2.5,,,,,,
10100325000C,LAWRENCE,-87.747053,38.574928,429,Oil and Gas Test,Electric Log,-99,,-394,,-423,3,,,,,,
10100326000C,LAWRENCE,-87.765794,38.571466,450,Oil and Gas Test,Electric Log,,,-460,,-489,2.5,,,,,,
10100327000C,LAWRENCE,-87.795129,38.577438,454,Oil and Gas Test,Electric Log,,,-506,,-572,2.5,,,,,,
10100330000C,LAWRENCE,-87.756135,38.647574,452,Oil and Gas Test,Electric Log,-152,,,,,,,,,,,
10100334000C,LAWRENCE,-87.806353,38.614339,445,Oil and Gas Test,Electric Log,,,-486,,,,,,,,,
10100336000C,LAWRENCE,-87.813161,38.623642,462,Oil and Gas Test,Electric Log,,,-471,,,,,,,,,
10100337000C,LAWRENCE,-87.822701,38.614632,472,Oil and Gas Test,Electric Log,,,-473,,,,,,,,,
10100339000C,LAWRENCE,-87.84369,38.622224,479,Oil and Gas Test,Electric Log,,,-549,,,,,,,,,
10100340000C,LAWRENCE,-87.824641,38.634787,487,Oil and Gas Test,Electric Log,-191,2.5,-468,,,,,,,,,
10100342000C,LAWRENCE,-87.803573,38.636364,462,Oil and Gas Test,Electric Log,-128,,-430,,,,,,,,,
10100343000C,LAWRENCE,-87.810646,38.632781,480,Oil and Gas Test,Electric Log,,,-455,,,,,,,,,
10100344000C,LAWRENCE,-87.857665,38.629746,477,Oil and Gas Test,Electric Log,,,-593,,-638,4.5,,,,,,
10100345000C,LAWRENCE,-87.891969,38.637037,525,Oil and Gas Test,Electric Log,,,-712,,-761,4.5,,,,,,
10100348000C,LAWRENCE,-87.80651,38.606999,458,Oil and Gas Test,Electric Log,-225,,-494,,-529,2.5,,,,,,
10100350000C,LAWRENCE,-87.825243,38.605424,479,Oil and Gas Test,Electric Log,,,-491,,-545,,,,,,,
10100351000C,LAWRENCE,-87.841762,38.601899,539,Oil and Gas Test,Electric Log,,,-505,,-556,2,,,,,,
10100352000C,LAWRENCE,-87.872048,38.613431,458,Oil and Gas Test,Electric Log,,,-589,,-634,3,,,,,,
10100353000C,LAWRENCE,-87.897036,38.613065,507,Oil and Gas Test,Electric Log,,,-683,,-733,2,,,,,,
10100354000C,LAWRENCE,-87.90036,38.594915,482,Oil and Gas Test,Electric Log,,,-661,,-717,3.5,,,,,,
10100355000C,LAWRENCE,-87.818033,38.612742,472,Oil and Gas Test,Electric Log,-219,3,-483,,-549,2,,,,,,
10100357000C,LAWRENCE,-87.818397,38.596127,465,Oil and Gas Test,Electric Log,,,-492,,-550,,,,,,,
10100359000C,LAWRENCE,-87.814297,38.57025,477,Oil and Gas Test,Electric Log,,,-538,,-600,2,,,,,,
10100361000C,LAWRENCE,-87.804648,38.584954,435,Oil and Gas Test,Electric Log,,,-514,,-539,3,,,,,,
10100364000C,LAWRENCE,-87.807141,38.577582,464,Oil and Gas Test,Electric Log,,,-519,,-563,,,,,,,
10100365000C,LAWRENCE,-87.842049,38.58351,522,Oil and Gas Test,Electric Log,,,-506,,-564,5,,,,,,
10100371000C,LAWRENCE,-87.881915,38.578282,440,Oil and Gas Test,Electric Log,,,-584,,-650,2,,,,,,
10100372000C,LAWRENCE,-87.908827,38.583675,469,Oil and Gas Test,Electric Log,,,-645,,-704,4,,,,,,
10100373000C,LAWRENCE,-87.900508,38.583775,467,Oil and Gas Test,Electric Log,,,-625,,-694,2,,,,,,
10100374000C,LAWRENCE,-87.810726,38.629104,468,Oil and Gas Test,Electric Log,-161,2,,,,,,,,,,
10100376000C,LAWRENCE,-87.860938,38.580024,458,Oil and Gas Test,Electric Log,,,-544,,-602,2.5,,,,,,
10100378000C,LAWRENCE,-87.801043,38.647396,436,Oil and Gas Test,Electric Log,-139,,-424,,-459,2,,,,,,
10100379000C,LAWRENCE,-87.819724,38.65133,464,Oil and Gas Test,Electric Log,-186,,-465,,-490,4,,,,,,
10100382000C,LAWRENCE,-87.845612,38.656927,544,Oil and Gas Test,Electric Log,-311,,-577,,-620,3.5,,,,,,
10100383000C,LAWRENCE,-87.859765,38.644043,484,Oil and Gas Test,Electric Log,,,-617,,-658,,,,,,,
10100384000C,LAWRENCE,-87.889875,38.649971,514,Oil and Gas Test,Electric Log,,,-700,,-724,,,,,,,
10100385000C,LAWRENCE,-87.873515,38.664664,511,Oil and Gas Test,Electric Log,-410,,-679,,-725,2,,,,,,
10100386000C,LAWRENCE,-87.824355,38.662404,499,Oil and Gas Test,Electric Log,-176,,-458,,-481,4,,,,,,
10100387000C,LAWRENCE,-87.812529,38.667882,469,Oil and Gas Test,Electric Log,-120,3,-411,,-431,4,,,,,,
10100388000C,LAWRENCE,-87.798305,38.686246,479,Oil and Gas Test,Electric Log,-98,,-361,,-384,3.5,,,,,,
10100392000C,LAWRENCE,-87.833672,38.679014,516,Oil and Gas Test,Electric Log,-184,4,-469,,-498,3,,,,,,
10100394000C,LAWRENCE,-87.824229,38.678953,532,Oil and Gas Test,Electric Log,-143,,-424,,-436,3,,,,,,
10100395000C,LAWRENCE,-87.817098,38.689919,471,Oil and Gas Test,Electric Log,-109,,-381,,-403,3.5,,,,,,
10100400000C,LAWRENCE,-87.82888,38.695565,539,Oil and Gas Test,Electric Log,-115,,-400,,-428,4,,,,,,
10100402000C,LAWRENCE,-87.847527,38.695681,490,Oil and Gas Test,Electric Log,-254,,-520,,-561,3,,,,,,
10100403000C,LAWRENCE,-87.801544,38.70439,510,Oil and Gas Test,Electric Log,,,-360,,-370,2,,,,,,
10100404000C,LAWRENCE,-87.812212,38.710121,512,Oil and Gas Test,Electric Log,-99,,-368,,,,,,,,,
10100405000C,LAWRENCE,-87.872666,38.703387,468,Oil and Gas Test,Electric Log,-360,,-624,,,,,,,,,
10100406000C,LAWRENCE,-87.907738,38.725571,489,Oil and Gas Test,Electric Log,-431,,-711,,,,,,,,,
10100407000C,LAWRENCE,-87.889106,38.712626,504,Oil and Gas Test,Electric Log,,,-676,,,,,,,,,
10100408000C,LAWRENCE,-87.848525,38.730867,466,Oil and Gas Test,Electric Log,-247,3.5,-506,,-555,4,,,,,,
10100409000C,LAWRENCE,-87.849103,38.727244,464,Oil and Gas Test,Electric Log,-256,,-516,,-560,4,,,,,,
10100412000C,LAWRENCE,-87.823718,38.74469,473,Oil and Gas Test,Electric Log,-137,2,-403,,-428,2,,,,,,
10100414000C,LAWRENCE,-87.816775,38.737261,568,Oil and Gas Test,Electric Log,-80,,-367,,,,,,,,,
10100415000C,LAWRENCE,-87.847237,38.73823,553,Oil and Gas Test,Electric Log,-225,,-481,,,,,,,,,
10100418000C,LAWRENCE,-87.807867,38.766738,433,Oil and Gas Test,Electric Log,11,3.5,-255,,-280,,,,,,,
10100420000C,LAWRENCE,-87.857817,38.754856,453,Oil and Gas Test,Electric Log,-275,,-537,,-577,2,,,,,,
10100421000C,LAWRENCE,-87.871411,38.775176,462,Oil and Gas Test,Electric Log,-295,,,,,,,,,,,
10100422000C,LAWRENCE,-87.900374,38.762315,454,Oil and Gas Test,Electric Log,-422,5,-696,,-742,,,,,,,
10100424000C,LAWRENCE,-87.848012,38.788069,479,Oil and Gas Test,Electric Log,-225,,-486,,,,,,,,,
10100426000C,LAWRENCE,-87.85044,38.782529,468,Oil and Gas Test,Electric Log,-233,5,-486,,-528,,,,,,,
10100430000C,LAWRENCE,-87.87401,38.79728,504,Oil and Gas Test,Electric Log,-289,,-572,,,,,,,,,
10100431000C,LAWRENCE,-87.852699,38.791772,485,Oil and Gas Test,Electric Log,-222,4,-482,,,,,,,,,
10100434000C,LAWRENCE,-87.862247,38.780691,467,Oil and Gas Test,Electric Log,-251,4,-503,,,,,,,,,
10100435000C,LAWRENCE,-87.795382,38.790398,433,Oil and Gas Test,Electric Log,63,2,-171,,,,,,,,,
10100440000C,LAWRENCE,-87.761027,38.774494,436,Oil and Gas Test,Electric Log,-48,,-315,,,,,,,,,
10100445000C,LAWRENCE,-87.790068,38.736316,539,Oil and Gas Test,Electric Log,19,,-234,,-243,,,,,,,
10100446000C,LAWRENCE,-87.730108,38.732594,500,Oil and Gas Test,Electric Log,-27,3.5,-284,,-293,3,,,,,,
10100447000C,LAWRENCE,-87.721132,38.743756,430,Oil and Gas Test,Electric Log,-40,,-297,,-306,,,,,,,
10100450000C,LAWRENCE,-87.707585,38.733024,489,Oil and Gas Test,Electric Log,-4,,-283,,-299,,,,,,,
10100451000C,LAWRENCE,-87.702102,38.752735,421,Oil and Gas Test,Electric Log,-61,,,,,,,,,,,
10100452000C,LAWRENCE,-87.718751,38.756631,421,Oil and Gas Test,Electric Log,-61,,,,,,,,,,,
10100458000C,LAWRENCE,-87.777021,38.777914,436,Oil and Gas Test,Electric Log,55,3.5,-196,,,,,,,,,
10100461000C,LAWRENCE,-87.79376,38.663945,458,Oil and Gas Test,Electric Log,-138,,-431,,-447,2.5,,,,,,
10100463000C,LAWRENCE,-87.796063,38.67131,450,Oil and Gas Test,Electric Log,-120,,-393,,-423,4,,,,,,
10100466000C,LAWRENCE,-87.760739,38.675057,478,Oil and Gas Test,Electric Log,-74,,-334,,,,,,,,,
10100467000C,LAWRENCE,-87.774776,38.673146,499,Oil and Gas Test,Electric Log,-78,,-329,,,,,,,,,
10100468000C,LAWRENCE,-87.78889,38.678558,478,Oil and Gas Test,Electric Log,-80,,-341,,,,,,,,,
10100471000C,LAWRENCE,-87.793584,38.691276,517,Oil and Gas Test,Electric Log,-93,3,-361,,-387,3,,,,,,
10100472000C,LAWRENCE,-87.791519,38.65107,446,Oil and Gas Test,Electric Log,-139,,-409,,,,,,,,,
10100474000C,LAWRENCE,-87.781971,38.65113,447,Oil and Gas Test,Electric Log,-115,,-389,,,,,,,,,
10100475000C,LAWRENCE,-87.763103,38.653071,507,Oil and Gas Test,Electric Log,-114,,-393,,,,,,,,,
10100476000C,LAWRENCE,-87.767795,38.654892,483,Oil and Gas Test,Electric Log,-119,,-387,,-429,,,,,,,
10100480000C,LAWRENCE,-87.738523,38.67521,490,Oil and Gas Test,Electric Log,1,,-269,,-305,3,,,,,,
10100481000C,LAWRENCE,-87.753767,38.654966,449,Oil and Gas Test,Electric Log,-113,,,,,,,,,,,
10100492000C,LAWRENCE,-87.793239,38.727549,511,Oil and Gas Test,Electric Log,-30,,-289,,-308,3,,,,,,
10100496000C,LAWRENCE,-87.719869,38.689127,470,Oil and Gas Test,Electric Log,15,2,-253,,,,,,,,,
10100499000C,LAWRENCE,-87.746653,38.68248,493,Oil and Gas Test,Electric Log,-22,,-280,,-326,2.5,,,,,,
10100503000C,LAWRENCE,-87.695341,38.688419,458,Oil and Gas Test,Electric Log,-11,,-262,,,,,,,,,
10100507000C,LAWRENCE,-87.739747,38.666023,506,Oil and Gas Test,Electric Log,-11,,-300,,-324,3,,,,,,
10100520000C,LAWRENCE,-87.746443,38.728665,487,Oil and Gas Test,Electric Log,-30,4,-293,,-313,2,,,,,,
10100522000C,LAWRENCE,-87.738018,38.719408,465,Oil and Gas Test,Electric Log,-13,,-291,,-312,3,,,,,,
10100524000C,LAWRENCE,-87.716145,38.727242,480,Oil and Gas Test,Electric Log,-16,,-286,,-304,,,,,,,
10100527000C,LAWRENCE,-87.652559,38.638358,416,Oil and Gas Test,Electric Log,27,4.5,-271,,-290,3.5,,,,,,
10100531000C,LAWRENCE,-87.666737,38.626276,465,Oil and Gas Test,Electric Log,48,,-245,,-259,3,,,,,,
10100533000C,LAWRENCE,-87.647855,38.632247,411,Oil and Gas Test,Electric Log,27,,-269,,-289,3,,,,,,
10100534000C,LAWRENCE,-87.629334,38.634271,408,Oil and Gas Test,Electric Log,-3,,-292,,-318,3.5,,,,,,
10100536000C,LAWRENCE,-87.681681,38.608718,413,Oil and Gas Test,Electric Log,25,,-265,,-291,4.5,,,,,,
10100537000C,LAWRENCE,-87.663186,38.610817,500,Oil and Gas Test,Electric Log,11,,-265,,-290,3,,,,,,
10100539000C,LAWRENCE,-87.657435,38.585915,431,Oil and Gas Test,Electric Log,,,-286,,-302,5,,,,,,
10100541000C,LAWRENCE,-87.64756,38.626255,410,Oil and Gas Test,Electric Log,29,,-268,,-282,3.5,,,,,,
10100542000C,LAWRENCE,-87.675507,38.648097,427,Oil and Gas Test,Electric Log,11,4,-273,,-294,4,,,,,,
10100545000C,LAWRENCE,-87.612337,38.655297,408,Oil and Gas Test,Electric Log,6,,-292,,-318,5,,,,,,
10100547000C,LAWRENCE,-87.605526,38.653181,413,Oil and Gas Test,Electric Log,9,,-293,,-320,5,,,,,,
10100549000C,LAWRENCE,-87.658878,38.653624,411,Oil and Gas Test,Electric Log,-22,,-309,,-328,3.5,,,,,,
10100550000C,LAWRENCE,-87.65184,38.644353,421,Oil and Gas Test,Electric Log,-2,,-295,,-317,4,,,,,,
10100554000C,LAWRENCE,-87.670469,38.662451,447,Oil and Gas Test,Electric Log,-15,4,-292,,-326,3,,,,,,
10100555000C,LAWRENCE,-87.652008,38.666642,414,Oil and Gas Test,Electric Log,-6,4,-280,,-320,4,,,,,,
10100557000C,LAWRENCE,-87.635669,38.667057,456,Oil and Gas Test,Electric Log,,,-292,,-328,,,,,,,
10100559000C,LAWRENCE,-87.631091,38.660991,410,Oil and Gas Test,Electric Log,-8,,-295,,-320,2,,,,,,
10100560000C,LAWRENCE,-87.619299,38.662739,410,Oil and Gas Test,Electric Log,-9,,-290,,-326,2,,,,,,
10100561000C,LAWRENCE,-87.633262,38.683225,414,Oil and Gas Test,Electric Log,-4,4.5,-285,,-314,2.5,,,,,,
10100564000C,LAWRENCE,-87.633293,38.676007,413,Oil and Gas Test,Electric Log,-7,3,-293,,-321,,,,,,,
10100565000C,LAWRENCE,-87.653862,38.68522,416,Oil and Gas Test,Electric Log,14,4,-274,,-308,2.5,,,,,,
10100567000C,LAWRENCE,-87.614451,38.68318,415,Oil and Gas Test,Electric Log,2,3,-279,,,,,,,,,
10100568000C,LAWRENCE,-87.609751,38.672058,408,Oil and Gas Test,Electric Log,-7,3,-292,,-317,3.5,,,,,,
10100570000C,LAWRENCE,-87.595513,38.672079,412,Oil and Gas Test,Electric Log,0,3,-278,,-311,2.5,,,,,,
10100572000C,LAWRENCE,-87.667734,38.707304,418,Oil and Gas Test,Electric Log,20,4,-242,,,,,,,,,
